outcome	pair_scope	locus	chr	start	stop	rho	se_approx	z_approx	p	fdr_within_outcome	fdr_all_tests	direction	h2_psoriasis	h2_outcome	univ_p_psoriasis	univ_p_outcome
cad	primary_systemic	1267	8	21650454	22895018	0.391028	0.169071869883574	2.31279159726139	0.0207341	0.10194265833333332	0.06268825546875	positive	0.00113006	0.000253345	3.56023e-07	3.85368e-09
cad	primary_systemic	2482	22	37364005	38718589	-0.401826	0.179731714703105	2.23569891748803	0.0253715	0.11739456923076924	0.07219684191176472	negative	0.00138713	0.000173711	1.4411e-09	1.34055e-05
cad	primary_systemic	438	3	16084006	17182494	-0.364552	0.163607653573482	2.22820871785357	0.0258666	0.11739456923076924	0.07271365434782609	negative	0.00150708	0.00018825	6.51113e-12	8.44855e-07
cad	primary_systemic	638	4	37880861	38984838	0.365317	0.167550195622301	2.18034361967272	0.029232	0.12775466666666666	0.0808056	positive	0.0010491	0.000271737	1.0782e-06	2.78938e-10
cad	primary_systemic	584	3	186602046	187939199	-0.364219	0.173056705804181	2.1046222872873	0.0353242	0.14886627142857142	0.09695365531914893	negative	0.00115731	0.000251451	7.4088e-07	2.62802e-08
cad	primary_systemic	906	5	156345452	157191081	0.320644	0.15438273131993	2.07694213762499	0.0378069	0.1538349724137931	0.10160604374999999	positive	0.00125034	0.00020288	3.37449e-12	5.56977e-10
cad	primary_systemic	112	1	153410810	154685545	0.304695	0.152593887230535	1.99677068020211	0.0458501	0.1781952258064516	0.11972091744966443	positive	0.00128161	0.000199648	4.9583e-13	3.43597e-10
cad	primary_systemic	907	5	157191082	158484775	-0.251481	0.126500826034421	1.9879791135243	0.046814	0.1781952258064516	0.12078012	negative	0.00377104	0.000183256	2.02845e-47	2.00674e-07
cad	primary_systemic	1209	7	130418705	131856481	0.278778	0.149127690032544	1.86939125751336	0.0615684	0.21729214117647058	0.15372239225806453	positive	0.00155902	0.000274532	1.30705e-10	9.92266e-10
cad	primary_systemic	2232	17	75619257	76596287	-0.329435	0.176775408181887	1.86357934844104	0.0623808	0.21729214117647058	0.15433067006369428	negative	0.00142838	0.000183551	1.60527e-09	8.80922e-06
cad	primary_systemic	1424	9	78630916	79451035	0.353362	0.189780217126698	1.8619538187381	0.0626096	0.21729214117647058	0.15433067006369428	positive	0.00105614	0.000187302	7.57449e-07	2.61511e-06
cad	primary_systemic	2449	21	34383795	35729261	-0.245458	0.135568427416661	1.81058381127045	0.0702053	0.228319085	0.16598570727272727	negative	0.00122774	0.000428847	1.27602e-08	1.40431e-20
cad	primary_systemic	126	1	168179087	169521551	0.265016	0.146664314152833	1.80695625606538	0.0707691	0.228319085	0.16598570727272727	positive	0.0012799	0.000305584	2.49293e-09	5.30138e-13
cad	primary_systemic	1569	10	89971629	91021321	0.237046	0.132847754891568	1.78434328975661	0.0743679	0.228319085	0.17029809053254438	positive	0.00206158	0.000238326	4.950489999999999e-20	3.79508e-10
cad	primary_systemic	2138	16	57119890	58508978	0.312712	0.17560925978267	1.78072614386625	0.0749572	0.228319085	0.1706378611764706	positive	0.00124652	0.000212579	6.53849e-08	6.00455e-07
cad	primary_systemic	2022	14	95946793	97174314	0.315156	0.177666595173232	1.77386187703271	0.076086	0.228319085	0.1711935	positive	0.0010792	0.000240204	1.6265e-06	3.23293e-08
cad	primary_systemic	1554	10	72659224	73514214	-0.302767	0.171442503403362	1.76599731099157	0.0773963	0.228319085	0.17313507572254336	negative	0.00116187	0.000238981	2.3798e-07	2.84917e-08
cad	primary_systemic	2181	17	7264459	8554763	0.318146	0.188096291069101	1.69139964531849	0.0907605	0.26121314634146336	0.1962252150837989	positive	0.00110038	0.000174611	1.22838e-07	3.95335e-06
cad	primary_systemic	2039	15	26392948	27563172	-0.321821	0.195553495154433	1.64569290743615	0.099827	0.2753127727272727	0.2122695	negative	0.00110566	0.000168348	4.58652e-07	1.98791e-05
cad	primary_systemic	221	2	15721704	17241115	0.287102	0.175903719601063	1.63215422988852	0.102647	0.2753127727272727	0.21591865760869566	positive	0.00112724	0.000233659	5.91951e-07	5.89794e-08
cad	primary_systemic	335	2	144503689	145977920	-0.288239	0.176606509914335	1.63209725473774	0.102659	0.2753127727272727	0.21591865760869566	negative	0.000718228	0.000269829	2.24664e-05	2.78904e-13
cad	primary_systemic	110	1	151146408	152535630	-0.239425	0.150940427863462	1.5862218186938	0.112689	0.2949923043478261	0.23261993617021273	negative	0.00136358	0.000200235	1.74049e-13	1.0364e-09
cad	primary_systemic	1733	11	128262551	129451784	0.231796	0.147067016194893	1.57612499387914	0.114997	0.2949923043478261	0.2354700476190476	positive	0.00261103	0.000169044	6.52171e-25	1.10359e-05
cad	primary_systemic	936	6	11790672	13352326	-0.180195	0.116873384121285	1.54179671748876	0.123123	0.30911731914893614	0.24688394300518135	negative	0.00103771	0.00122509	1.67876e-06	1.17044e-84
cad	primary_systemic	915	5	166863414	168342743	0.297117	0.196261270112832	1.51388503615199	0.130055	0.3197185416666667	0.25679227040816327	positive	0.0010023	0.00020691	1.1045e-05	1.96397e-06
cad	primary_systemic	2048	15	37962916	39238840	0.264122	0.176378369922229	1.49747386891295	0.13427	0.32334408163265305	0.2637689847715736	positive	0.00125614	0.000193895	1.24664e-08	1.16836e-06
cad	primary_systemic	2135	16	53393883	54866095	0.239851	0.167315182017827	1.43352801047334	0.151707	0.3545252156862745	0.29209258208955224	positive	0.00143011	0.000220662	3.32763e-09	4.82706e-07
cad	primary_systemic	2050	15	40604781	42332685	0.273444	0.191457178504179	1.42822537204596	0.153227	0.3545252156862745	0.2935586584158416	positive	0.000859409	0.000181283	2.19712e-06	2.07775e-07
cad	primary_systemic	1674	11	64594823	66782661	0.159299	0.11378029960224	1.40005783564366	0.161496	0.3599912830188679	0.2965612180094787	positive	0.00183556	0.0004039	7.23945e-18	3.08153e-22
cad	primary_systemic	927	6	1380680	2746531	-0.178311	0.127418980464582	1.399406896444	0.161691	0.3599912830188679	0.2965612180094787	negative	0.00175793	0.000398211	4.6699e-12	7.20635e-16
cad	primary_systemic	1740	12	60317	1078397	-0.234862	0.17084180691885	1.37473376239552	0.169214	0.36976392592592594	0.3060084953271028	negative	0.00103664	0.000229817	2.26007e-07	3.0251e-09
cad	primary_systemic	2274	18	45718493	46558306	-0.237763	0.176010941381541	1.35084215863943	0.176746	0.3792005090909091	0.31666991666666666	negative	0.00100177	0.000247348	2.70358e-06	5.04536e-09
cad	primary_systemic	970	6	33864263	34979270	-0.221208	0.171163058455129	1.29238167392288	0.196225	0.402388	0.34206790540540544	negative	0.000809173	0.000206584	1.16415e-07	1.52199e-11
cad	primary_systemic	1453	9	109150718	110630150	-0.152473	0.118980339510749	1.28149743585347	0.200019	0.402388	0.3445224690265487	negative	0.00156912	0.000554427	1.5446e-10	3.56441e-26
cad	primary_systemic	2314	19	6455429	7249359	-0.227172	0.177560476042184	1.27940634686082	0.200754	0.402388	0.3445224690265487	negative	0.00107374	0.000215232	5.34193e-07	5.78659e-08
cad	primary_systemic	2205	17	40233546	42348003	0.168587	0.131898485239786	1.27815721077855	0.201194	0.402388	0.3445224690265487	positive	0.00234792	0.000212978	6.828e-25	3.61117e-09
cad	primary_systemic	926	6	63979	1380679	0.145597	0.117156095244988	1.24276077736749	0.213956	0.42078013333333336	0.3631621578947368	positive	0.00571835	0.000212951	1.5618599999999998e-65	1.66196e-06
cad	primary_systemic	2076	15	74458114	76401952	0.239153	0.199457839969975	1.19901529083038	0.230522	0.4297542388059702	0.38522513793103447	positive	0.000838615	0.00016175	3.41366e-06	2.0073e-06
cad	primary_systemic	2026	14	99474534	100786189	-0.149692	0.124956671851761	1.1979512400713	0.230936	0.4297542388059702	0.38522513793103447	negative	0.00140323	0.000494497	6.89131e-10	3.9399400000000006e-24
cad	primary_systemic	36	1	38474037	40200950	-0.162093	0.136206957611909	1.19004933993054	0.234027	0.4297542388059702	0.38691601276595744	negative	0.00166447	0.0003138	3.0346e-12	1.9046e-12
cad	primary_systemic	1856	12	128372589	129170296	0.222944	0.187709649187964	1.18770665740659	0.234949	0.4297542388059702	0.38691601276595744	positive	0.00112845	0.000193423	6.03075e-07	2.54317e-06
cad	primary_systemic	1544	10	62626466	64069687	0.219626	0.18761887442798	1.17059651204925	0.241761	0.4297542388059702	0.3947742911392405	positive	0.000968614	0.000168854	2.01637e-07	1.05199e-06
cad	primary_systemic	1559	10	79952997	81190573	-0.13054	0.11177063398427	1.16792752574323	0.242836	0.4297542388059702	0.39486357983193276	negative	0.00298227	0.000344584	7.558279999999999e-27	3.65991e-13
cad	primary_systemic	2351	19	45040933	45893307	0.137111	0.117690349847486	1.16501480518735	0.244013	0.4297542388059702	0.39511728451882844	positive	0.0010151	0.000944825	7.46665e-08	5.39079e-69
cad	primary_systemic	2284	18	55809316	56832312	-0.207313	0.1809715444031	1.14555578714755	0.251979	0.4372576764705882	0.4046301784232365	negative	0.00104569	0.000193746	2.32232e-07	3.52041e-07
cad	primary_systemic	2231	17	74908267	75619256	0.219678	0.201379098030462	1.09086793092484	0.275331	0.47085591304347824	0.42792408433734935	positive	0.000958667	0.000174969	5.16615e-06	7.84663e-06
cad	primary_systemic	603	4	5972710	7135819	0.160117	0.150910809311747	1.06100418339971	0.288688	0.48664548571428573	0.44334228571428574	positive	0.00185767	0.000242516	1.75763e-12	1.38347e-07
cad	primary_systemic	2094	15	94565522	95662425	-0.176434	0.171425563113978	1.02921639453908	0.303378	0.504205690140845	0.464060418972332	negative	0.00117106	0.000255973	6.45605e-07	1.63158e-08
cad	primary_systemic	2182	17	8554764	9619356	0.158615	0.157088928970902	1.00971469497625	0.312632	0.5123691111111112	0.4708178754863813	positive	0.00149963	0.000232153	1.49227e-10	3.93879e-08
cad	primary_systemic	1223	7	149843000	150897818	0.183374	0.191433666162971	0.957898386817136	0.338114	0.5375781066666667	0.4975289657794677	positive	0.000857546	0.000175014	1.69535e-06	3.39727e-07
cad	primary_systemic	2165	16	83778372	84440154	0.193088	0.202862189368195	0.951818574971335	0.341189	0.5375781066666667	0.4989831962264151	positive	0.0010863	0.000177338	2.94419e-06	3.25926e-05
cad	primary_systemic	2169	16	86748868	87669168	0.189323	0.199109413316989	0.950849067585726	0.341681	0.5375781066666667	0.4989831962264151	positive	0.00110271	0.000175954	1.60217e-06	2.42954e-05
cad	primary_systemic	97	1	110224231	111134062	0.147587	0.164244211587472	0.898582656725159	0.368875	0.5727269736842105	0.5287208333333333	positive	0.00132923	0.000211281	1.06679e-09	8.56855e-08
cad	primary_systemic	897	5	147180172	148662214	0.159644	0.187213180527353	0.852739104962082	0.393804	0.5963205641025641	0.554715949090909	positive	0.00109904	0.000174551	1.53758e-07	4.1623e-06
cad	primary_systemic	1351	8	125453323	126766827	0.0958644	0.112508314108221	0.85206502968117	0.394178	0.5963205641025641	0.554715949090909	positive	0.0017	0.000545205	4.26919e-13	3.53731e-28
cad	primary_systemic	945	6	21295865	22199713	-0.146641	0.175621061399482	0.834985273585372	0.403726	0.6030337721518987	0.5640504043321299	negative	0.00116705	0.000188137	1.79207e-08	5.58629e-07
cad	primary_systemic	2355	19	48573066	49415189	0.136945	0.169554695445183	0.807674477197092	0.419278	0.61843505	0.5795020928571428	positive	0.00132778	0.000164268	2.9957e-11	1.40703e-06
cad	primary_systemic	2167	16	85146806	86058597	-0.136451	0.179382176699855	0.760672004935653	0.446853	0.6509710370370371	0.6067793368421053	negative	0.00132821	0.000193987	2.30889e-08	4.42962e-06
cad	primary_systemic	155	1	201067953	202583884	0.114536	0.161950306341683	0.707229288954548	0.479424	0.6899028292682927	0.6397830620689655	positive	0.00129235	0.000264357	5.85234e-08	6.32144e-09
cad	primary_systemic	269	2	62429911	63672118	0.110121	0.161057819014542	0.683735820302255	0.494142	0.7025151325301205	0.6526721979522184	positive	0.00123011	0.0001866	2.28759e-11	1.63731e-08
cad	primary_systemic	1846	12	117091844	118256124	0.115829	0.182177572278728	0.635802742078393	0.524905	0.7373665476190476	0.6909463775510204	positive	0.00123941	0.000182907	3.06747e-08	4.7713e-06
cad	primary_systemic	88	1	101188316	102424611	-0.101912	0.174010448776489	0.585665979925737	0.5581	0.7747741176470588	0.7247808724832215	negative	0.00100654	0.000219939	3.85963e-07	8.97541e-09
cad	primary_systemic	1965	14	32382246	33591113	0.0835267	0.151924566387257	0.549790609815465	0.582463	0.7989183218390804	0.7497141428571429	positive	0.00114095	0.000369777	1.06967e-06	1.98907e-14
cad	primary_systemic	271	2	64696090	65938002	0.0993577	0.183914726673007	0.540237868915489	0.589033	0.7989183218390804	0.7523292772277228	positive	0.00119789	0.000167806	1.63506e-08	7.92954e-06
cad	primary_systemic	40	1	43512670	45167235	0.103205	0.199548088960055	0.517193627550397	0.605021	0.8079887912087913	0.7602049577922079	positive	0.00091769	0.000166063	3.22618e-06	6.65479e-06
cad	primary_systemic	2230	17	73741322	74908266	0.0691679	0.138047495231337	0.501044223106619	0.61634	0.8079887912087913	0.7707556293929714	positive	0.00165673	0.000253741	1.01614e-14	4.25926e-11
cad	primary_systemic	1389	9	14244748	14902924	-0.0901911	0.182104628825467	0.495270771433499	0.620409	0.8079887912087913	0.7707556293929714	negative	0.000956913	0.00024284	1.03049e-05	1.13407e-08
cad	primary_systemic	854	5	95117260	96467377	0.0710958	0.14466612405851	0.49144746541523	0.62311	0.8079887912087913	0.7707556293929714	positive	0.00280782	0.000156881	1.68894e-30	8.22276e-06
cad	primary_systemic	1555	10	73514215	75694023	0.0749723	0.166959335651753	0.449045270258973	0.653399	0.8317393191489362	0.800207003164557	positive	0.00170815	0.000128131	1.8952100000000003e-18	1.26806e-05
cad	primary_systemic	974	6	38688721	39785907	0.0824117	0.187155359499003	0.440338445132474	0.659692	0.8317393191489362	0.8038099184952978	positive	0.000861	0.000216966	1.08439e-05	2.54826e-08
cad	primary_systemic	2379	20	9279551	10279603	0.0969723	0.222227543149197	0.436364901604008	0.662572	0.8317393191489362	0.8038099184952978	positive	0.000871643	0.000146462	2.22718e-05	0.000107389
cad	primary_systemic	2369	20	60795	884241	0.0703781	0.174667165752267	0.402926902127777	0.687002	0.8467534020618557	0.8256825279503106	positive	0.00128296	0.000214237	4.71701e-08	5.77767e-07
cad	primary_systemic	2422	20	56951774	57924037	-0.0689767	0.17644443070976	0.390925912042315	0.695852	0.8467534020618557	0.8308925723076924	negative	0.00128068	0.000185322	4.82018e-09	2.15496e-06
cad	primary_systemic	1072	6	149278799	150635315	0.0738122	0.188949781393619	0.390644537694569	0.69606	0.8467534020618557	0.8308925723076924	positive	0.000851137	0.000205518	8.51313e-06	5.20374e-08
cad	primary_systemic	1852	12	124843769	126079935	0.0476656	0.138372209091328	0.344473795085108	0.73049	0.8725885454545456	0.8637733810975611	positive	0.00118085	0.000505722	7.02877e-07	3.1673199999999997e-22
cad	primary_systemic	2106	16	4816146	5782968	0.0657872	0.192163193576401	0.3423506800424	0.732087	0.8725885454545456	0.8637733810975611	positive	0.00100084	0.000193683	3.33019e-06	1.77873e-06
cad	primary_systemic	581	3	183203156	184524268	-0.0521761	0.166078845182969	0.314164636335938	0.753396	0.88900728	0.8823120634441086	negative	0.00148477	0.000198078	1.02247e-10	1.09072e-06
cad	primary_systemic	1119	7	20122180	21390644	0.0536108	0.183916897213342	0.2914946957691	0.770673	0.9003902376237624	0.8902998537313432	positive	0.000949183	0.000239318	1.09713e-05	2.34171e-08
cad	primary_systemic	2162	16	81437862	82310204	0.0360557	0.133428977999563	0.270223908933171	0.786988	0.9104370980392158	0.9054548278931751	positive	0.00113795	0.000570305	6.07638e-07	5.692000000000001e-28
cad	primary_systemic	2450	21	35729262	37303548	-0.0319412	0.12626774837863	0.252964041967552	0.800296	0.910894819047619	0.9136122477876107	negative	0.00265154	0.000266745	6.8675e-23	2.13973e-09
cad	primary_systemic	2220	17	62112374	63548724	0.044596	0.185272663803807	0.240704694823326	0.809784	0.910894819047619	0.9145182332361516	positive	0.00102382	0.000160289	3.29268e-08	1.3554e-06
cad	primary_systemic	1073	6	150635316	151629954	-0.0381147	0.158992187175362	0.239726873861802	0.810542	0.910894819047619	0.9145182332361516	negative	0.0010703	0.000325011	1.49675e-06	1.08661e-12
cad	primary_systemic	1966	14	33591114	34695195	-0.0316535	0.143267276800865	0.220940194486959	0.825139	0.9131027476635514	0.9260965924855491	negative	0.00168994	0.00032051	1.61952e-10	1.14863e-10
cad	primary_systemic	1191	7	105312564	106399739	0.036886	0.169755357558802	0.217289165599518	0.827983	0.9131027476635514	0.9260965924855491	positive	0.00120068	0.000228441	5.28487e-08	3.84712e-08
cad	primary_systemic	938	6	15069422	16566882	-0.0352321	0.171832655652505	0.205037278078559	0.837543	0.9150932777777778	0.9297991031518624	negative	0.00113229	0.000231598	2.3638e-07	3.19419e-08
cad	primary_systemic	47	1	54771294	55727134	-0.0232708	0.132436970994066	0.175712263919435	0.86052	0.9251412612612613	0.9434029461756374	negative	0.00125895	0.000423175	2.90753e-09	6.32499e-21
cad	primary_systemic	1671	11	60515106	61717117	-0.0285103	0.170175044401107	0.167535140656702	0.866949	0.9251412612612613	0.9450965154929577	negative	0.000955406	0.000249647	1.18048e-06	1.83222e-10
cad	primary_systemic	2072	15	69089816	70767983	-0.0248515	0.152156785467166	0.163328240168183	0.87026	0.9251412612612613	0.9460410674157304	negative	0.00154866	0.000258756	2.27027e-10	7.25502e-09
cad	primary_systemic	251	2	45850048	46499326	0.0247879	0.181218404811316	0.136784671655228	0.891201	0.9350758584070796	0.958041075	positive	0.000983232	0.000231556	3.79871e-06	3.0367e-08
cad	primary_systemic	781	5	4636543	5828694	0.024632	0.18744932674083	0.131406180156926	0.895454	0.9350758584070796	0.9591646153846154	positive	0.00120507	0.000185292	1.84766e-07	9.2378e-06
cad	primary_systemic	1493	10	6234719	6897037	-0.0146935	0.161731879282075	0.0908509816693173	0.927611	0.9601587543859649	0.9711137432432433	negative	0.00175113	0.000172709	2.09285e-14	5.02961e-06
cad	primary_systemic	898	5	148662215	149850203	-0.00984539	0.143937863858928	0.0684002786761472	0.945467	0.966629551724138	0.9757119761904761	negative	0.00148126	0.000302793	3.01663e-10	1.54301e-11
cad	primary_systemic	2469	22	23950733	25282436	-0.00981486	0.15729482028839	0.0623978588869302	0.950246	0.966629551724138	0.9757119761904761	negative	0.000880249	0.000329427	1.37379e-06	8.83718e-17
cad	primary_systemic	768	4	184338585	185483262	0.00704055	0.177859114542783	0.0395849828562281	0.968424	0.9767011282051281	0.9862633894736842	positive	0.000989895	0.000276978	1.4716e-05	1.76781e-09
cad	primary_systemic	1568	10	88443653	89971628	-0.00269645	0.19072554559797	0.0141378544313295	0.98872	0.9887199999999999	0.9938562077922077	negative	0.000767698	0.00020882	1.81247e-05	8.68098e-09
crohn	qc_flagged_ibd	57	1	66778016	67761890	-0.534925	0.0544058518527784	9.83212249754863	8.18747e-23	1.07255857e-20	7.921377225e-21	negative	0.00521621	0.0276692	2.52945e-81	3.31129e-199
crohn	qc_flagged_ibd	887	5	130573818	132554690	-0.642693	0.0875144300817403	7.34385174421763	2.07533e-13	1.35934115e-11	6.6929392499999995e-12	negative	0.00362657	0.00664787	7.56973e-50	4.57623e-33
crohn	qc_flagged_ibd	908	5	158484776	159663733	0.381768	0.0549082579001584	6.952833956127	3.5802e-12	1.563354e-10	1.065798e-10	positive	0.0266355	0.00958946	0.0	6.38918e-46
crohn	qc_flagged_ibd	1082	6	158952061	159604052	-0.945307	0.142232394978391	6.64621445869361	3.00727e-11	9.84880925e-10	7.7587566e-10	negative	0.00187582	0.00264259	4.89655e-22	5.53543e-10
crohn	qc_flagged_ibd	1559	10	79952997	81190573	-0.625949	0.10976138333835	5.70281624522215	1.17844e-08	3.0875128e-07	2.1716965714285714e-07	negative	0.00278524	0.00552725	2.2248200000000002e-24	6.84405e-17
crohn	qc_flagged_ibd	2251	18	12735559	13641479	-0.658624	0.11676264015121	5.64070835626078	1.69352e-08	3.697518666666667e-07	2.979055636363636e-07	negative	0.00224055	0.0046242	1.43673e-22	7.98317e-17
crohn	qc_flagged_ibd	945	6	21295865	22199713	-0.846496	0.170969963492305	4.95113868371447	7.37805e-07	1.380749357142857e-05	9.517684500000001e-06	negative	0.00114859	0.00298533	2.15988e-08	1.06798e-08
crohn	qc_flagged_ibd	944	6	20418021	21295864	-0.790469	0.1676882778749	4.71391924359622	2.42997e-06	3.5533488e-05	2.93874496875e-05	negative	0.00143461	0.00222122	2.44313e-13	7.76437e-07
crohn	qc_flagged_ibd	228	2	24669225	25895394	-0.844601	0.179700915007317	4.70003728119922	2.60114e-06	3.5533488e-05	3.050427818181818e-05	negative	0.000849377	0.00273856	2.20693e-07	5.64813e-10
crohn	qc_flagged_ibd	26	1	23907046	25885138	0.518015	0.110416332740512	4.69147079189253	2.71248e-06	3.5533488e-05	3.0874404705882355e-05	positive	0.00700598	0.00299713	1.47915e-93	1.11774e-07
crohn	qc_flagged_ibd	58	1	67761891	68633860	-0.645466	0.13859269206397	4.65728741095578	3.20403e-06	3.815708454545455e-05	3.542741742857143e-05	negative	0.00102891	0.00594805	3.84278e-08	5.02009e-25
crohn	qc_flagged_ibd	886	5	128734906	130573817	-0.812823	0.182885990841942	4.44442461808065	8.81274e-06	9.6205745e-05	8.975079947368422e-05	negative	0.000852689	0.00237989	5.54897e-08	5.1403e-09
crohn	qc_flagged_ibd	897	5	147180172	148662214	-0.794364	0.183862528779501	4.32042355379899	1.5573e-05	0.0001569279230769231	0.00015453207692307693	negative	0.00116221	0.00248736	3.71684e-08	1.56745e-06
crohn	qc_flagged_ibd	1492	10	5396243	6234718	-0.520057	0.125347259761426	4.14892994860697	3.34033e-05	0.00031255945	0.0003006297	negative	0.00242758	0.00374072	1.39284e-22	4.51863e-11
crohn	qc_flagged_ibd	1569	10	89971629	91021321	-0.604644	0.149334599106093	4.04892103785298	5.14543e-05	0.0004493675533333333	0.00045256395681818177	negative	0.00190652	0.00257379	3.7449100000000005e-18	1.45193e-07
crohn	qc_flagged_ibd	2481	22	36135969	37364004	-0.545017	0.138359418539973	3.93913913307277	8.17745e-05	0.00066952871875	0.00065930690625	negative	0.00191494	0.00357071	1.89839e-15	4.02577e-10
crohn	qc_flagged_ibd	906	5	156345452	157191081	0.646783	0.166311586494703	3.88898340537808	0.000100665	0.0007757126470588235	0.0007494775961538463	positive	0.00126613	0.0022709	1.80521e-12	8.2148e-08
crohn	qc_flagged_ibd	1673	11	62800369	64594822	-0.698077	0.180396330642811	3.86968514000548	0.000108976	0.00079093215	0.0007957304150943396	negative	0.00113205	0.00221117	1.57598e-09	9.74224e-07
crohn	qc_flagged_ibd	2124	16	24014706	25235251	-0.681457	0.177183577810502	3.84605056755779	0.000120037	0.00079093215	0.0008496620181818182	negative	0.00126312	0.0026514	1.20951e-08	1.07799e-06
crohn	qc_flagged_ibd	585	3	187939200	189451805	-0.497928	0.129513860882717	3.84459235950743	0.000120753	0.00079093215	0.0008496620181818182	negative	0.00213188	0.00412252	1.12186e-16	2.07116e-11
