locus	locus_start	locus_stop	chr	probe	cm	pos	gene	strand
2203	37361179	38880481	17	ENSG00000173991	0	37820440	TCAP	+
2203	37361179	38880481	17	ENSG00000141744	0	37824234	PNMT	+
2203	37361179	38880481	17	ENSG00000161395	0	37827375	PGAP3	-
2203	37361179	38880481	17	ENSG00000141736	0	37844167	ERBB2	+
2203	37361179	38880481	17	ENSG00000141741	0	37884749	MIEN1	-
2203	37361179	38880481	17	ENSG00000141738	0	37894180	GRB7	+
2203	37361179	38880481	17	ENSG00000161405	0	37921198	IKZF3	-
2203	37361179	38880481	17	ENSG00000186075	0	38024417	ZPBP2	+
2203	37361179	38880481	17	ENSG00000073605	0	38060848	GSDMB	-
2203	37361179	38880481	17	ENSG00000172057	0	38077294	ORMDL3	-
2203	37361179	38880481	17	ENSG00000264968	0	38083995	RP11-387H17.4	+
2203	37361179	38880481	17	ENSG00000167914	0	38119226	GSDMA	+
2203	37361179	38880481	17	ENSG00000108344	0	38137050	PSMD3	+
2203	37361179	38880481	17	ENSG00000265799	0	38168479	RP11-387H17.6	-
2203	37361179	38880481	17	ENSG00000108342	0	38171614	CSF3	+
2203	37361179	38880481	17	ENSG00000008838	0	38175350	MED24	-
2203	37361179	38880481	17	ENSG00000238793	0	38183795	SNORD124	-
2203	37361179	38880481	17	ENSG00000126351	0	38214543	THRA	+
2203	37361179	38880481	17	ENSG00000126368	0	38249040	NR1D1	-
2203	37361179	38880481	17	ENSG00000188895	0	38278551	MSL1	+
2203	37361179	38880481	17	ENSG00000108349	0	38296571	CASC3	+
2203	37361179	38880481	17	ENSG00000108352	0	38333263	RAPGEFL1	+
2203	37361179	38880481	17	ENSG00000171475	0	38375556	WIPF2	+
2203	37361179	38880481	17	ENSG00000094804	0	38443885	CDC6	+
2203	37361179	38880481	17	ENSG00000131759	0	38465444	RARA	+
2203	37361179	38880481	17	ENSG00000265666	0	38497119	CTD-2267D19.2	-
2203	37361179	38880481	17	ENSG00000266208	0	38516907	CTD-2267D19.3	+
2203	37361179	38880481	17	ENSG00000131747	0	38544768	TOP2A	-
2203	37361179	38880481	17	ENSG00000141753	0	38599702	IGFBP4	+
2203	37361179	38880481	17	ENSG00000131746	0	38632080	TNS4	-
2203	37361179	38880481	17	ENSG00000266088	0	38673278	RP5-1028K7.2	+
2203	37361179	38880481	17	ENSG00000126353	0	38710021	CCR7	-
2203	37361179	38880481	17	ENSG00000073584	0	38781214	SMARCE1	-
2203	37361179	38880481	17	ENSG00000213424	0	38810917	KRT222	-
1037	106053916	107309327	6	ENSG00000057657	0	106534195	PRDM1	+
1037	106053916	107309327	6	ENSG00000269919	0	106548015	RP1-134E15.3	+
1037	106053916	107309327	6	ENSG00000057663	0	106632351	ATG5	-
1037	106053916	107309327	6	ENSG00000112297	0	106959730	AIM1	+
1037	106053916	107309327	6	ENSG00000130347	0	107018903	RTN4IP1	-
1037	106053916	107309327	6	ENSG00000130348	0	107077453	QRSL1	+
1037	106053916	107309327	6	ENSG00000229654	0	107143410	RP1-60O19.2	+
58	67761891	68633860	1	ENSG00000081985	0	67773047	IL12RB2	+
58	67761891	68633860	1	ENSG00000142864	0	67873493	SERBP1	-
58	67761891	68633860	1	ENSG00000116717	0	68150744	GADD45A	+
58	67761891	68633860	1	ENSG00000172380	0	68167149	GNG12	-
58	67761891	68633860	1	ENSG00000232284	0	68297986	GNG12-AS1	+
58	67761891	68633860	1	ENSG00000162595	0	68511645	DIRAS3	-
58	67761891	68633860	1	ENSG00000228431	0	68515043	ARL5AP3	-
58	67761891	68633860	1	ENSG00000116729	0	68564142	WLS	-
58	67761891	68633860	1	ENSG00000234383	0	68627444	CTBP2P8	-
2274	45718493	46558306	18	ENSG00000134030	0	46065417	CTIF	+
2274	45718493	46558306	18	ENSG00000101665	0	46446223	SMAD7	-
2453	39252060	40480831	21	ENSG00000157551	0	39529128	KCNJ15	+
2453	39252060	40480831	21	ENSG00000231123	0	39610149	SPATA20P1	-
2453	39252060	40480831	21	ENSG00000157554	0	39751949	ERG	-
2453	39252060	40480831	21	ENSG00000157557	0	40177231	ETS2	+
2453	39252060	40480831	21	ENSG00000205622	0	40249215	AF064858.6	-
2453	39252060	40480831	21	ENSG00000232837	0	40346355	AF064858.7	-
2453	39252060	40480831	21	ENSG00000235888	0	40360633	AF064858.8	-
2453	39252060	40480831	21	ENSG00000237721	0	40378574	AF064858.11	-
2453	39252060	40480831	21	ENSG00000237609	0	40400461	AF064858.10	-
347	161432090	163607635	2	ENSG00000136560	0	161993419	TANK	+
347	161432090	163607635	2	ENSG00000235724	0	162079296	AC009299.2	-
347	161432090	163607635	2	ENSG00000227403	0	162101250	AC009299.3	+
347	161432090	163607635	2	ENSG00000115233	0	162164549	PSMD14	+
347	161432090	163607635	2	ENSG00000232320	0	162197325	AC009299.5	-
347	161432090	163607635	2	ENSG00000144290	0	162280843	SLC4A10	+
347	161432090	163607635	2	ENSG00000226121	0	162357396	AHCTF1P1	-
347	161432090	163607635	2	ENSG00000197635	0	162848751	DPP4	-
347	161432090	163607635	2	ENSG00000230918	0	162929766	AC008063.2	+
347	161432090	163607635	2	ENSG00000231445	0	162933867	TIMM8AP1	-
347	161432090	163607635	2	ENSG00000115263	0	162999392	GCG	-
347	161432090	163607635	2	ENSG00000236841	0	163016272	AC007750.5	+
347	161432090	163607635	2	ENSG00000078098	0	163027194	FAP	-
347	161432090	163607635	2	ENSG00000115267	0	163123589	IFIH1	-
347	161432090	163607635	2	ENSG00000115271	0	163175350	GCA	+
347	161432090	163607635	2	ENSG00000184611	0	163227917	KCNH7	-
908	158484776	159663733	5	ENSG00000245812	0	158527491	RP11-175K6.1	+
908	158484776	159663733	5	ENSG00000145860	0	158584417	RNF145	-
908	158484776	159663733	5	ENSG00000164332	0	158690089	UBLCP1	+
908	158484776	159663733	5	ENSG00000113302	0	158741791	IL12B	-
908	158484776	159663733	5	ENSG00000170214	0	159343790	ADRA1B	+
908	158484776	159663733	5	ENSG00000248626	0	159377500	GAPDHP40	-
908	158484776	159663733	5	ENSG00000113312	0	159436120	TTC1	+
908	158484776	159663733	5	ENSG00000170234	0	159488808	PWWP2A	-
908	158484776	159663733	5	ENSG00000170231	0	159614374	FABP6	+
908	158484776	159663733	5	ENSG00000247699	0	159622751	CTB-127C13.1	-
2412	48212976	49236418	20	ENSG00000158470	0	48249482	B4GALT5	-
2412	48212976	49236418	20	ENSG00000197818	0	48429250	SLC9A8	+
2412	48212976	49236418	20	ENSG00000237788	0	48445662	RP5-1041C10.3	+
2412	48212976	49236418	20	ENSG00000158480	0	48519928	SPATA2	-
2412	48212976	49236418	20	ENSG00000124226	0	48552948	RNF114	+
2412	48212976	49236418	20	ENSG00000229222	0	48573282	KRT18P4	+
2412	48212976	49236418	20	ENSG00000124216	0	48599536	SNAI1	+
2412	48212976	49236418	20	ENSG00000244687	0	48697661	UBE2V1	-
2412	48212976	49236418	20	ENSG00000240849	0	48697663	TMEM189	-
2412	48212976	49236418	20	ENSG00000237595	0	48780001	RP11-112L6.3	-
2412	48212976	49236418	20	ENSG00000231742	0	48789087	RP11-112L6.4	+
2412	48212976	49236418	20	ENSG00000172216	0	48807376	CEBPB	+
2412	48212976	49236418	20	ENSG00000224397	0	48884023	RP11-290F20.3	+
2412	48212976	49236418	20	ENSG00000203999	0	48909257	RP11-290F20.1	+
2412	48212976	49236418	20	ENSG00000233077	0	48927248	RP11-290F20.2	-
2412	48212976	49236418	20	ENSG00000231715	0	49096304	COX6CP2	+
2412	48212976	49236418	20	ENSG00000196396	0	49126891	PTPN1	+
2412	48212976	49236418	20	ENSG00000232043	0	49187512	RP4-530I15.9	-
2412	48212976	49236418	20	ENSG00000042062	0	49202645	FAM65C	-
