locus	locus_start	locus_stop	chr	probe	cm	pos	gene	strand
113	154685546	156813845	1	ENSG00000196189	0	156117157	SEMA4A	+
113	154685546	156813845	1	ENSG00000160785	0	156163880	SLC25A44	+
113	154685546	156813845	1	ENSG00000160783	0	156182784	PMF1	+
113	154685546	156813845	1	ENSG00000242252	0	156211753	BGLAP	+
113	154685546	156813845	1	ENSG00000160781	0	156213206	PAQR6	-
113	154685546	156813845	1	ENSG00000198952	0	156219015	SMG5	-
113	154685546	156813845	1	ENSG00000163472	0	156252726	TMEM79	+
113	154685546	156813845	1	ENSG00000198715	0	156259880	C1orf85	-
113	154685546	156813845	1	ENSG00000163468	0	156278759	CCT3	-
113	154685546	156813845	1	ENSG00000163467	0	156307105	TSACC	+
113	154685546	156813845	1	ENSG00000116604	0	156433519	MEF2D	-
113	154685546	156813845	1	ENSG00000260460	0	156479646	RP11-284F21.8	+
113	154685546	156813845	1	ENSG00000183856	0	156495197	IQGAP3	-
113	154685546	156813845	1	ENSG00000163382	0	156561554	APOA1BP	+
113	154685546	156813845	1	ENSG00000160818	0	156564279	GPATCH4	-
113	154685546	156813845	1	ENSG00000272971	0	156584534	RP11-284F21.11	-
113	154685546	156813845	1	ENSG00000132702	0	156589086	HAPLN2	+
113	154685546	156813845	1	ENSG00000272068	0	156607575	RP11-284F21.9	-
113	154685546	156813845	1	ENSG00000132692	0	156611182	BCAN	+
113	154685546	156813845	1	ENSG00000272405	0	156611458	RP11-284F21.10	-
113	154685546	156813845	1	ENSG00000132688	0	156638555	NES	-
113	154685546	156813845	1	ENSG00000143320	0	156669398	CRABP2	-
113	154685546	156813845	1	ENSG00000223356	0	156682004	RP11-66D17.5	-
113	154685546	156813845	1	ENSG00000143319	0	156691683	ISG20L2	-
113	154685546	156813845	1	ENSG00000143303	0	156698234	RRNAD1	+
113	154685546	156813845	1	ENSG00000143314	0	156707095	MRPL24	-
113	154685546	156813845	1	ENSG00000143321	0	156711899	HDGF	-
113	154685546	156813845	1	ENSG00000143294	0	156720402	PRCC	+
113	154685546	156813845	1	ENSG00000027869	0	156776035	SH2D2A	-
113	154685546	156813845	1	ENSG00000198400	0	156785432	NTRK1	+
113	154685546	156813845	1	ENSG00000027644	0	156809855	INSRR	-
2318	10028841	11681978	19	ENSG00000080573	0	10070237	COL5A3	-
2318	10028841	11681978	19	ENSG00000130813	0	10196798	C19orf66	+
2318	10028841	11681978	19	ENSG00000267387	0	10199708	CTD-2240E14.4	-
2318	10028841	11681978	19	ENSG00000130812	0	10203014	ANGPTL6	-
2318	10028841	11681978	19	ENSG00000130810	0	10216965	PPAN	+
2318	10028841	11681978	19	ENSG00000244165	0	10222214	P2RY11	+
2318	10028841	11681978	19	ENSG00000130811	0	10225693	EIF3G	-
2318	10028841	11681978	19	ENSG00000130816	0	10244021	DNMT1	-
2318	10028841	11681978	19	ENSG00000267534	0	10334520	S1PR2	-
2318	10028841	11681978	19	ENSG00000105364	0	10362577	MRPL4	+
2318	10028841	11681978	19	ENSG00000090339	0	10381511	ICAM1	+
2318	10028841	11681978	19	ENSG00000105376	0	10400657	ICAM5	+
2318	10028841	11681978	19	ENSG00000220201	0	10415479	ZGLP1	-
2318	10028841	11681978	19	ENSG00000267673	0	10416103	FDX1L	-
2318	10028841	11681978	19	ENSG00000161847	0	10426888	RAVER1	-
2318	10028841	11681978	19	ENSG00000076662	0	10444452	ICAM3	-
2318	10028841	11681978	19	ENSG00000105397	0	10461209	TYK2	-
2318	10028841	11681978	19	ENSG00000105401	0	10501810	CDC37	-
2318	10028841	11681978	19	ENSG00000065989	0	10527449	PDE4A	+
2318	10028841	11681978	19	ENSG00000079999	0	10596796	KEAP1	-
2318	10028841	11681978	19	ENSG00000180739	0	10623623	S1PR5	-
2318	10028841	11681978	19	ENSG00000130734	0	10654571	ATG4D	+
2318	10028841	11681978	19	ENSG00000129347	0	10663761	KRI1	-
2318	10028841	11681978	19	ENSG00000129355	0	10677138	CDKN2D	-
2318	10028841	11681978	19	ENSG00000129354	0	10683347	AP1M2	-
2318	10028841	11681978	19	ENSG00000129353	0	10713133	SLC44A2	+
2318	10028841	11681978	19	ENSG00000267100	0	10762538	ILF3-AS1	-
2318	10028841	11681978	19	ENSG00000129351	0	10764937	ILF3	+
2318	10028841	11681978	19	ENSG00000213339	0	10812106	QTRT1	+
2318	10028841	11681978	19	ENSG00000079805	0	10828755	DNM2	+
2318	10028841	11681978	19	ENSG00000099203	0	10943114	TMED1	-
2318	10028841	11681978	19	ENSG00000214212	0	10947251	C19orf38	+
2318	10028841	11681978	19	ENSG00000142453	0	10982189	CARM1	+
2318	10028841	11681978	19	ENSG00000130733	0	11033444	YIPF2	-
2318	10028841	11681978	19	ENSG00000142444	0	11039409	C19orf52	+
2318	10028841	11681978	19	ENSG00000127616	0	11071598	SMARCA4	+
2318	10028841	11681978	19	ENSG00000130164	0	11200038	LDLR	+
2318	10028841	11681978	19	ENSG00000161888	0	11242196	SPC24	-
2318	10028841	11681978	19	ENSG00000197256	0	11274943	KANK2	-
2318	10028841	11681978	19	ENSG00000130158	0	11309971	DOCK6	-
2318	10028841	11681978	19	ENSG00000267082	0	11314304	CTC-510F12.2	+
2318	10028841	11681978	19	ENSG00000130173	0	11348178	C19orf80	+
2318	10028841	11681978	19	ENSG00000105514	0	11432722	RAB3D	-
2318	10028841	11681978	19	ENSG00000105518	0	11453452	TMEM205	-
2318	10028841	11681978	19	ENSG00000183401	0	11455360	CCDC159	+
2318	10028841	11681978	19	ENSG00000105520	0	11466062	DKFZP761J1410	+
2318	10028841	11681978	19	ENSG00000267277	0	11478799	CTD-2342J14.6	-
2318	10028841	11681978	19	ENSG00000173928	0	11485361	SWSAP1	+
2318	10028841	11681978	19	ENSG00000187266	0	11488236	EPOR	-
2318	10028841	11681978	19	ENSG00000205517	0	11495017	RGL3	-
2318	10028841	11681978	19	ENSG00000198003	0	11531272	CCDC151	-
2318	10028841	11681978	19	ENSG00000130175	0	11546109	PRKCSH	+
2318	10028841	11681978	19	ENSG00000196361	0	11562141	ELAVL3	-
2318	10028841	11681978	19	ENSG00000161914	0	11594242	ZNF653	-
2318	10028841	11681978	19	ENSG00000130159	0	11616731	ECSIT	-
2318	10028841	11681978	19	ENSG00000213304	0	11632783	CTC-398G3.1	+
2318	10028841	11681978	19	ENSG00000130176	0	11649532	CNN1	+
2318	10028841	11681978	19	ENSG00000130165	0	11661962	ELOF1	-
2318	10028841	11681978	19	ENSG00000198551	0	11670189	ZNF627	+
2412	48212976	49236418	20	ENSG00000158470	0	48249482	B4GALT5	-
2412	48212976	49236418	20	ENSG00000197818	0	48429250	SLC9A8	+
2412	48212976	49236418	20	ENSG00000158480	0	48519928	SPATA2	-
2412	48212976	49236418	20	ENSG00000124226	0	48552948	RNF114	+
2412	48212976	49236418	20	ENSG00000229222	0	48573282	KRT18P4	+
2412	48212976	49236418	20	ENSG00000124216	0	48599536	SNAI1	+
2412	48212976	49236418	20	ENSG00000244687	0	48697661	UBE2V1	-
2412	48212976	49236418	20	ENSG00000240849	0	48697663	TMEM189	-
2412	48212976	49236418	20	ENSG00000237595	0	48780001	RP11-112L6.3	-
2412	48212976	49236418	20	ENSG00000231742	0	48789087	RP11-112L6.4	+
2412	48212976	49236418	20	ENSG00000172216	0	48807376	CEBPB	+
2412	48212976	49236418	20	ENSG00000224397	0	48884023	RP11-290F20.3	+
2412	48212976	49236418	20	ENSG00000203999	0	48909257	RP11-290F20.1	+
2412	48212976	49236418	20	ENSG00000196396	0	49126891	PTPN1	+
2412	48212976	49236418	20	ENSG00000232043	0	49187512	RP4-530I15.9	-
2412	48212976	49236418	20	ENSG00000042062	0	49202645	FAM65C	-
1850	121817510	123396634	12	ENSG00000170633	0	121837844	RNF34	+
1850	121817510	123396634	12	ENSG00000089094	0	121866900	KDM2B	-
1850	121817510	123396634	12	ENSG00000139714	0	122089024	MORN3	-
1850	121817510	123396634	12	ENSG00000188735	0	122150658	TMEM120B	+
1850	121817510	123396634	12	ENSG00000139725	0	122215664	RHOF	-
1850	121817510	123396634	12	ENSG00000212694	0	122233173	AC084018.1	-
1850	121817510	123396634	12	ENSG00000272849	0	122235417	RP11-347I19.8	+
1850	121817510	123396634	12	ENSG00000139718	0	122242086	SETD1B	+
1850	121817510	123396634	12	ENSG00000158104	0	122277433	HPD	-
1850	121817510	123396634	12	ENSG00000110801	0	122326637	PSMD9	+
1850	121817510	123396634	12	ENSG00000158023	0	122355768	WDR66	+
1850	121817510	123396634	12	ENSG00000110987	0	122457328	BCL7A	+
1850	121817510	123396634	12	ENSG00000256546	0	122501212	AC156455.1	+
1850	121817510	123396634	12	ENSG00000175727	0	122516628	MLXIP	+
1850	121817510	123396634	12	ENSG00000158113	0	122652285	LRRC43	+
1850	121817510	123396634	12	ENSG00000176383	0	122688090	B3GNT4	+
1850	121817510	123396634	12	ENSG00000184047	0	122692210	DIABLO	-
1850	121817510	123396634	12	ENSG00000139719	0	122714111	VPS33A	-
1850	121817510	123396634	12	ENSG00000130779	0	122755979	CLIP1	-
1850	121817510	123396634	12	ENSG00000256304	0	122806669	RP11-512M8.3	-
1850	121817510	123396634	12	ENSG00000033030	0	122957417	ZCCHC8	-
1850	121817510	123396634	12	ENSG00000111011	0	122989190	RSRC2	-
1850	121817510	123396634	12	ENSG00000184445	0	123011793	KNTC1	+
1850	121817510	123396634	12	ENSG00000196917	0	123104824	HCAR1	-
1850	121817510	123396634	12	ENSG00000182782	0	123185840	HCAR2	-
1850	121817510	123396634	12	ENSG00000255398	0	123199303	HCAR3	-
1850	121817510	123396634	12	ENSG00000139726	0	123237321	DENR	+
1850	121817510	123396634	12	ENSG00000130783	0	123258874	CCDC62	+
1850	121817510	123396634	12	ENSG00000130787	0	123319000	HIP1R	+
1850	121817510	123396634	12	ENSG00000139722	0	123349882	VPS37B	-
785	9203856	10549029	5	ENSG00000250786	0	9546312	SNHG18	+
785	9203856	10549029	5	ENSG00000150756	0	10226442	FAM173B	-
785	9203856	10549029	5	ENSG00000150753	0	10250033	CCT5	+
785	9203856	10549029	5	ENSG00000271980	0	10264709	CTD-2256P15.4	-
785	9203856	10549029	5	ENSG00000164237	0	10275987	CMBL	-
785	9203856	10549029	5	ENSG00000259802	0	10352813	CTD-2256P15.2	-
785	9203856	10549029	5	ENSG00000145495	0	10353815	MARCH6	+
785	9203856	10549029	5	ENSG00000145491	0	10441636	ROPN1L	+
313	121073753	122026817	2	ENSG00000163083	0	121103719	INHBB	+
313	121073753	122026817	2	ENSG00000074047	0	121493199	GLI2	+
313	121073753	122026817	2	ENSG00000271709	0	121623953	RP11-297J22.1	-
313	121073753	122026817	2	ENSG00000115112	0	121974163	TFCP2L1	-
893	141253831	142532956	5	ENSG00000081791	0	141303373	KIAA0141	+
893	141253831	142532956	5	ENSG00000113555	0	141323150	PCDH12	-
893	141253831	142532956	5	ENSG00000271871	0	141331984	AC005740.6	+
893	141253831	142532956	5	ENSG00000013561	0	141337893	RNF14	+
893	141253831	142532956	5	ENSG00000113552	0	141371314	GNPDA1	-
893	141253831	142532956	5	ENSG00000131507	0	141488070	NDFIP1	+
893	141253831	142532956	5	ENSG00000187678	0	141689992	SPRY4	-
893	141253831	142532956	5	ENSG00000231185	0	141704858	AC005592.2	+
893	141253831	142532956	5	ENSG00000113578	0	141971743	FGF1	-
893	141253831	142532956	5	ENSG00000261757	0	142083347	AC005592.3	+
893	141253831	142532956	5	ENSG00000236714	0	142125165	AC005592.1	+
893	141253831	142532956	5	ENSG00000145819	0	142149949	ARHGAP26	+
275	68877775	70756283	2	ENSG00000163219	0	68906733	ARHGAP25	+
275	68877775	70756283	2	ENSG00000169605	0	69201705	GKN1	+
275	68877775	70756283	2	ENSG00000169604	0	69240310	ANTXR1	+
275	68877775	70756283	2	ENSG00000198380	0	69546905	GFPT1	-
275	68877775	70756283	2	ENSG00000169599	0	69622882	NFU1	-
275	68877775	70756283	2	ENSG00000115977	0	69688532	AAK1	-
275	68877775	70756283	2	ENSG00000196975	0	69871557	ANXA4	+
275	68877775	70756283	2	ENSG00000087338	0	70056774	GMCL1	+
275	68877775	70756283	2	ENSG00000124380	0	70120692	SNRNP27	+
275	68877775	70756283	2	ENSG00000059728	0	70124820	MXD1	+
275	68877775	70756283	2	ENSG00000244617	0	70187226	ASPRV1	-
275	68877775	70756283	2	ENSG00000179818	0	70189395	PCBP1-AS1	-
275	68877775	70756283	2	ENSG00000169564	0	70314585	PCBP1	+
275	68877775	70756283	2	ENSG00000231327	0	70351168	AC016700.5	-
275	68877775	70756283	2	ENSG00000115998	0	70377012	C2orf42	-
275	68877775	70756283	2	ENSG00000116001	0	70436576	TIA1	-
275	68877775	70756283	2	ENSG00000116005	0	70484518	PCYOX1	+
275	68877775	70756283	2	ENSG00000143977	0	70508494	SNRPG	-
275	68877775	70756283	2	ENSG00000035141	0	70523107	FAM136A	-
275	68877775	70756283	2	ENSG00000163235	0	70674412	TGFA	-
1353	128073655	129291118	8	ENSG00000212993	0	128426535	POU5F1B	+
1353	128073655	129291118	8	ENSG00000136997	0	128747680	MYC	+
1353	128073655	129291118	8	ENSG00000249859	0	128806779	PVT1	+
