locus	locus_start	locus_stop	chr	probe	cm	pos	gene	strand
2453	39252060	40480831	21	ENSG00000157551	0	39529128	KCNJ15	+
2453	39252060	40480831	21	ENSG00000157554	0	39751949	ERG	-
2453	39252060	40480831	21	ENSG00000157557	0	40177231	ETS2	+
2453	39252060	40480831	21	ENSG00000205622	0	40249215	AF064858.6	-
2453	39252060	40480831	21	ENSG00000232837	0	40346355	AF064858.7	-
2453	39252060	40480831	21	ENSG00000235888	0	40360633	AF064858.8	-
2453	39252060	40480831	21	ENSG00000237721	0	40378574	AF064858.11	-
2453	39252060	40480831	21	ENSG00000237609	0	40400461	AF064858.10	-
908	158484776	159663733	5	ENSG00000245812	0	158527491	RP11-175K6.1	+
908	158484776	159663733	5	ENSG00000145860	0	158584417	RNF145	-
908	158484776	159663733	5	ENSG00000164332	0	158690089	UBLCP1	+
908	158484776	159663733	5	ENSG00000170214	0	159343790	ADRA1B	+
908	158484776	159663733	5	ENSG00000113312	0	159436120	TTC1	+
908	158484776	159663733	5	ENSG00000170234	0	159488808	PWWP2A	-
908	158484776	159663733	5	ENSG00000170231	0	159614374	FABP6	+
906	156345452	157191081	5	ENSG00000145850	0	156346293	TIMD4	-
906	156345452	157191081	5	ENSG00000113249	0	156456424	HAVCR1	-
906	156345452	157191081	5	ENSG00000135077	0	156512843	HAVCR2	-
906	156345452	157191081	5	ENSG00000155868	0	156564423	MED7	-
906	156345452	157191081	5	ENSG00000113263	0	156569944	ITK	+
906	156345452	157191081	5	ENSG00000055163	0	156693089	CYFIP2	+
906	156345452	157191081	5	ENSG00000251405	0	156789623	CTB-109A12.1	-
906	156345452	157191081	5	ENSG00000248544	0	156802749	CTB-47B11.3	-
906	156345452	157191081	5	ENSG00000135074	0	156822542	ADAM19	-
906	156345452	157191081	5	ENSG00000172548	0	156887027	NIPAL4	+
906	156345452	157191081	5	ENSG00000113272	0	157158205	THG1L	+
906	156345452	157191081	5	ENSG00000155858	0	157170703	LSM11	+
2194	21432874	25872110	17	ENSG00000266050	0	21469833	RP11-822E23.6	-
2194	21432874	25872110	17	ENSG00000263563	0	21729601	UBBP4	+
2194	21432874	25872110	17	ENSG00000256618	0	22022437	MTRNR2L1	+
2194	21432874	25872110	17	ENSG00000109046	0	25621102	WSB1	+
2194	21432874	25872110	17	ENSG00000141068	0	25783670	KSR1	+
10	7711795	8580987	1	ENSG00000270171	0	7753184	RP11-338N10.1	-
10	7711795	8580987	1	ENSG00000270035	0	7758363	RP11-338N10.2	-
10	7711795	8580987	1	ENSG00000269978	0	7760764	RP11-338N10.3	-
10	7711795	8580987	1	ENSG00000049245	0	7831329	VAMP3	+
10	7711795	8580987	1	ENSG00000269925	0	7836443	RP3-467L1.6	+
10	7711795	8580987	1	ENSG00000049246	0	7844380	PER3	+
10	7711795	8580987	1	ENSG00000236266	0	7870302	RP3-467L1.4	-
10	7711795	8580987	1	ENSG00000116288	0	8014351	PARK7	+
10	7711795	8580987	1	ENSG00000116285	0	8064464	ERRFI1	-
10	7711795	8580987	1	ENSG00000238290	0	8086798	RP11-431K24.1	+
10	7711795	8580987	1	ENSG00000162426	0	8377886	SLC45A1	+
10	7711795	8580987	1	ENSG00000142599	0	8412457	RERE	-
10	7711795	8580987	1	ENSG00000232912	0	8484705	RP5-1115A15.1	+
2274	45718493	46558306	18	ENSG00000134030	0	46065417	CTIF	+
2274	45718493	46558306	18	ENSG00000101665	0	46446223	SMAD7	-
2274	45718493	46558306	18	ENSG00000264269	0	46550073	RP11-15F12.1	+
